Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,2.08738250162794
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,3.3206800249451
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,2.39937909829007
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,-10.7020962590767
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,4.20432325175899
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,7.17920782392478
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,3.49813499168994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,0.513761467889907
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,-0.986569701304816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,6.43805848146472
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,2.5372845203138
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,3.24595698524399
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,6.65265037178067
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,2.55649491313986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,6.65920026269582
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Early-demographic dividend,EAR,4.80470140371352
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific,EAS,4.09494364917562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (excluding high income),EAP,6.47844201822562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (IDA & IBRD),TEA,6.47869424507867
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,-1.22638398463879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,4.34664345555458
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,2.54154502631063
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-8.81641723219757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,3.18781708302028
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,1.1007183940177
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,9.43348265784402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Euro area,EMU,1.85928714545231
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia,ECS,1.8846166120809
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (excluding high income),ECA,1.72088079761417
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (IDA & IBRD),TEC,1.92908412489435
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,European Union,EUU,2.00664875170833
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,2.44475296721191
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,2.81145776663433
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,2.56333013544827
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,1.09546440372048
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,2.09144220829562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,1.94335965478776
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,2.90643878002064
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,2.22999986782015
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.37346572466515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,-0.489852888719341
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,4.68195410972302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,3.73561413158529
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,0.18198362147406
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,2.67780255532826
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,10.8206214377027
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,6.26280563780463
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,3.80748343308505
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.72254483834551
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,4.23030929695129
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,1.72972128134343
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,3.89297219726413
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,2.16949438778281
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,2.13999571174807
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,4.30843907673895
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,6.30368710650176
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,4.23055487809241
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,1.46414083139288
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,4.81543609807406
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,3.14558688508801
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,8.25630550178155
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,5.03306918280177
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,13.3962426157509
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,13.7873730187089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,1.99376019311333
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,6.95231147466393
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,3.82657487238673
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,1.29346273155907
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,1.37522306445538
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,0.521944455486121
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,1.9941808493012
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,1.09999999990164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,5.87894929950137
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,5.13538328085484
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,2.94688171508626
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,4.07029129319361
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,2.92586822591576
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,4.33585591715968
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,7.02283625501138
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,3.80856046253257
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,-0.389471441796616
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,-0.492067198879866
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (IDA & IBRD),TLA,-0.397547333775123
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,2.37292412754951
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,3.91263261411785
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,1.52952010698108
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,3.58836459667835
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,-1.59958407502
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,-2.79546888990187
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,2.51882827307178
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,4.28626064447167
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,3.63941073384264
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,6.07510258808675
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,4.57460105103911
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,-0.674489248292289
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,3.99314608483922
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,2.48404062641858
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,4.44978139761541
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,6.33752978959198
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,5.85229919941415
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,4.09091742885326
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,1.02989810912426
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,1.26090922448303
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,3.83793262870846
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,2.63053242455089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,0.900180416516932
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,4.93293305140028
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,7.66305048339288
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD),TMN,7.65258638904835
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,4.29521802628892
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,4.40888672378215
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,3.50000139074966
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,1.1683934561722
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,2.94934081471784
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,1.05985639008179
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,3.82421431921188
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,5.75006450029507
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,0.0337944884155377
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nauru,NRU,3.57142857142858
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,0.433113719381524
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,2.19171371926123
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,3.73007989347536
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,4.56231301393615
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,5.70927418699958
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,-1.61686894991816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,1.6418599488053
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North Macedonia,MKD,2.84820519363306
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,29.2121212121212
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,1.07155897720727
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,1.75778405794551
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,5.09706760494015
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,2.7470110977774
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,3.75906506545583
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pakistan,PAK,5.52673584474448
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,-0.0833637300740975
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,4.95321142279059
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,5.48957315278187
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,4.26802583314583
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,3.95331871520767
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,7.14945675000752
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,3.14173122907013
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,2.01948539561312
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,1.66916815836005
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,2.76123100661887
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,-1.26300292505279
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,3.06419188299694
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROU,4.70299774749441
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,0.193690071729534
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,5.97074429808526
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,8.05416043810409
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,2.34440586055426
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,4.16476897372846
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,1.67062475765871
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,6.35606857181878
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,3.33858676542988
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,4.56262327793877
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,6.05547402877262
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,3.32903445814925
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,0.499999999999986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,2.13272778393984
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,3.19185251782498
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,2.22066917032208
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,5.87986463620982
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,2.88694808345467
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,0.399087929556359
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,7.77738677188371
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,7.77738677188371
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,3.03130132981933
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,4.48663453096836
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,2.82637886804554
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,3.98686894846041
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,1.89744094374245
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,1.12982596022924
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,1.12732611909937
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD),TSS,1.12982596022925
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,3.57476315783816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Suriname,SUR,-4.91578646874108
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,2.07059315052096
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Switzerland,CHE,2.04518646926613
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Syrian Arab Republic,SYR,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tajikistan,TJK,6.89999961998744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tanzania,TZA,6.86711619644551
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Thailand,THA,3.43515771692182
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Timor-Leste,TLS,3.36489796952593
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Togo,TGO,5.5590793063858
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tonga,TON,6.57100050107448
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Trinidad and Tobago,TTO,-5.60181813910879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tunisia,TUN,1.24933858161414
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkey,TUR,3.32308420845746
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkmenistan,TKM,6.1999999664301
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turks and Caicos Islands,TCA,7.25118054973062
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tuvalu,TUV,3.03472315323769
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uganda,UGA,4.78100029144647
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ukraine,UKR,2.23506761905661
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Arab Emirates,ARE,3.06096430837654
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,1.72238590444775
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United States,USA,1.71142677366849
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,3.67517320914727
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uruguay,URY,1.68979816429228
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uzbekistan,UZB,6.09421023860457
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vanuatu,VUT,4.68867782300617
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Venezuela, RB",VEN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vietnam,VNM,6.21081166789992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Virgin Islands (U.S.),VIR,1.12976113621693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,West Bank and Gaza,PSE,8.86461881995935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Yemen, Rep.",YEM,-9.37512381761694
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zambia,ZMB,3.77667914626731
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zimbabwe,ZWE,0.755869250930601
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,4.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Africa Eastern and Southern,AFE,4.56967466737875
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Africa Western and Central,AFW,5.25167418988035
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1.659
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,3.052
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,American Samoa,ASM,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Andorra,AND,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Angola,AGO,5.686
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Antigua and Barbuda,ATG,2.003
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Arab World,ARB,3.32243727942994
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Argentina,ARG,2.288
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Armenia,ARM,1.744
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Aruba,ABW,1.872
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.752
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Austria,AUT,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Azerbaijan,AZE,1.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Bahamas, The",BHS,1.771
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bahrain,BHR,2.033
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bangladesh,BGD,2.09
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Barbados,BRB,1.613
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1.733
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1.68
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2.391
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,4.977
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2.014
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bolivia,BOL,2.829
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bosnia and Herzegovina,BIH,1.286
